year,bea_code,sector_name,target,net_social_output,fulfillment,harmony
2022,211,Oil and gas extraction,0.0,-8.549250196665525e-11,nan,nan
2022,212,"Mining, except oil and gas",24895.015946306125,19800.444616289707,0.7953577800068716,0.4196346401701467
2022,213,Support activities for mining,1828.7029206899283,1454.4730952920363,0.7953577800068786,0.4196346401701488
2022,22,Utilities,216127.9019502098,171899.00829266178,0.795357780006872,0.41963464017014673
2022,23,Construction,116.57518830998187,92.71898297811276,0.7953577800068937,0.4196346401701534
2022,321,Wood products,0.0,1.2278178473934531e-11,nan,nan
2022,327,Nonmetallic mineral products,0.0,-1.1368683772161603e-11,nan,nan
2022,331,Primary metals,0.0,3.069544618483633e-11,nan,nan
2022,332,Fabricated metal products,0.0,8.094502845779061e-11,nan,nan
2022,333,Machinery,68080.59836339988,54148.43357585318,0.7953577800068715,0.4196346401701466
2022,334,Computer and electronic products,43393.0928064739,34513.0339621891,0.7953577800068687,0.4196346401701458
2022,335,"Electrical equipment, appliances, and components",4201.242041402453,3341.4905433213908,0.7953577800068713,0.41963464017014657
2022,3361MV,"Motor vehicles, bodies and trailers, and parts",210444.94449214687,167379.0238649433,0.7953577800068719,0.41963464017014673
2022,3364OT,Other transportation equipment,102175.0808718985,81265.74549429578,0.7953577800068717,0.41963464017014673
2022,337,Furniture and related products,29595.120614176005,23538.709430726616,0.7953577800068712,0.4196346401701465
2022,339,Miscellaneous manufacturing,65013.79539585605,51709.22797586904,0.7953577800068717,0.41963464017014673
2022,311FT,Food and beverage and tobacco products,560740.1675525982,445989.0548253156,0.7953577800068714,0.4196346401701466
2022,313TT,Textile mills and textile product mills,0.0,-7.048583938740194e-12,nan,nan
2022,315AL,Apparel and leather and allied products,3468.396913066344,2758.6164689591305,0.7953577800068706,0.41963464017014634
2022,322,Paper products,9051.690484653396,7199.3324491832645,0.7953577800068733,0.4196346401701472
2022,323,Printing and related support activities,2770.0344761536794,2203.168471496083,0.7953577800068697,0.41963464017014607
2022,324,Petroleum and coal products,210058.8618385482,167071.9500226776,0.7953577800068703,0.4196346401701463
2022,325,Chemical products,165230.95898258407,131417.72872479467,0.7953577800068725,0.41963464017014696
2022,326,Plastics and rubber products,1119.4581854506416,890.3697771905097,0.7953577800068418,0.4196346401701375
2022,42,Wholesale trade,1290249.1280766625,1026209.6821628558,0.7953577800068714,0.4196346401701466
2022,441,Motor vehicle and parts dealers,50543.183582811806,40199.91428890495,0.7953577800068714,0.4196346401701466
2022,445,Food and beverage stores,22810.888372963986,18142.817536305192,0.7953577800068715,0.4196346401701466
2022,452,General merchandise stores,13982.099446886592,11120.77157591103,0.7953577800068719,0.41963464017014673
2022,4A0,Other retail,1162988.2970704713,924991.7901319428,0.7953577800068722,0.41963464017014684
2022,481,Air transportation,180287.24709790136,143392.86461533717,0.7953577800068719,0.41963464017014673
2022,482,Rail transportation,27813.65739548019,22121.808799940834,0.7953577800068717,0.41963464017014673
2022,483,Water transportation,42694.5531017023,33957.444973355436,0.7953577800068715,0.4196346401701466
2022,484,Truck transportation,183864.70264838432,146238.22172004258,0.795357780006872,0.41963464017014673
2022,485,Transit and ground passenger transportation,50552.101682671884,40207.00736901148,0.7953577800068703,0.4196346401701463
2022,486,Pipeline transportation,13369.191066642454,10633.290127252447,0.795357780006872,0.41963464017014673
2022,487OS,Other transportation and support activities,33813.1290558483,26893.53526094534,0.7953577800068713,0.41963464017014657
2022,493,Warehousing and storage,0.0,-2.8194335754960775e-11,nan,nan
2022,511,"Publishing industries, except internet (includes software)",203127.3873403605,161558.947853625,0.7953577800068714,0.4196346401701466
2022,512,Motion picture and sound recording industries,35964.86886535803,28604.938258989456,0.7953577800068726,0.419634640170147
2022,513,Broadcasting and telecommunications,409146.48648755054,325417.8411903494,0.795357780006871,0.41963464017014646
2022,514,"Data processing, internet publishing, and other information services",134273.19656712117,106795.23153605178,0.7953577800068716,0.4196346401701467
